dpr,txv,dtv,mtv,dmv,xtv,dxt,t1v,d1v,gen,dgn,fee,dfe,req,txs,hgt,dif,inp,out,qv1,qv2,qv3,qv4,qv5,qd1,qd2,qd3,qd4,qd5,ctv,dcv,btv,dbv,ltv,dlv,blk,int,tmst,date,time
0,0,0,0,0,0,0,0,0,700,0,0,0,28,14,14,1,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6171.42857142857,2009-01-09T00:00:00.000Z,2009-01-09,00:00:00
0,0,0,0,0,0,0,0,0,3050,0,0,0,122,61,75,1,0,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1416.39344262295,2009-01-10T00:00:00.000Z,2009-01-10,00:00:00
0,0,0,0,0,0,0,0,0,4650,0,0,0,186,93,168,1,0,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,929.032258064516,2009-01-11T00:00:00.000Z,2009-01-11,00:00:00
0,34,0,0,0,0,0,50,0,4700,0,0,0,209,101,262,1,179,4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,919.148936170213,2009-01-12T00:00:00.000Z,2009-01-12,00:00:00
0,0,0,0,0,0,0,0,0,6150,0,0,0,246,123,385,1,0,6150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,702.439024390244,2009-01-13T00:00:00.000Z,2009-01-13,00:00:00
0,61,0,0,0,0,0,50,0,6450,0,0,0,263,130,514,1,61,6511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,669.767441860465,2009-01-14T00:00:00.000Z,2009-01-14,00:00:00
0,423,0,0,0,0,0,400,0,6300,0,0,0,283,134,640,1,500,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,685.714285714286,2009-01-15T00:00:00.000Z,2009-01-15,00:00:00
0,200,0,0,0,0,0,200,0,5400,0,0,0,224,110,748,1,200,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,800,2009-01-16T00:00:00.000Z,2009-01-16,00:00:00
0,0,0,0,0,0,0,0,0,5450,0,0,0,218,109,857,1,0,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,792.660550458716,2009-01-17T00:00:00.000Z,2009-01-17,00:00:00
0,150,0,0,0,0,0,150,0,5350,0,0,0,219,108,964,1,150,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,807.476635514019,2009-01-18T00:00:00.000Z,2009-01-18,00:00:00
0,775,0,0,0,0,0,750,0,5750,0,0,0,250,117,1079,1,775,6525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,751.304347826087,2009-01-19T00:00:00.000Z,2009-01-19,00:00:00
0,400,0,0,0,0,0,400,0,5700,0,0,0,238,115,1193,1,400,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,757.894736842105,2009-01-20T00:00:00.000Z,2009-01-20,00:00:00
0,100,0,0,0,0,0,100,0,5100,0,0,0,208,103,1295,1,100,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,847.058823529412,2009-01-21T00:00:00.000Z,2009-01-21,00:00:00
0,500,0,0,0,0,0,500,0,4550,0,0,0,194,92,1386,1,500,5050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,949.450549450549,2009-01-22T00:00:00.000Z,2009-01-22,00:00:00
0,450,0,0,0,0,0,450,0,4200,0,0,0,181,86,1470,1,450,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1028.57142857143,2009-01-23T00:00:00.000Z,2009-01-23,00:00:00
0,500,0,0,0,0,0,500,0,10050,0,0,0,414,202,1671,1,500,10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,429.850746268657,2009-01-24T00:00:00.000Z,2009-01-24,00:00:00
0,50,0,0,0,0,0,50,0,9550,0,0,0,385,192,1862,1,50,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,452.356020942408,2009-01-25T00:00:00.000Z,2009-01-25,00:00:00
0,1000,0,0,0,0,0,1000,0,4800,0,0,0,214,97,1958,1,1000,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,900,2009-01-26T00:00:00.000Z,2009-01-26,00:00:00
0,150,0,0,0,0,0,100,0,4850,0,0,0,199,98,2055,1,150,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,890.721649484536,2009-01-27T00:00:00.000Z,2009-01-27,00:00:00
0,0,0,0,0,0,0,0,0,5600,0,0,0,224,112,2167,1,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,771.428571428571,2009-01-28T00:00:00.000Z,2009-01-28,00:00:00
0,600,0,0,0,0,0,600,0,6050,0,0,0,256,122,2288,1,600,6650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,714.04958677686,2009-01-29T00:00:00.000Z,2009-01-29,00:00:00
0,0,0,0,0,0,0,0,0,5850,0,0,0,234,117,2405,1,0,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,738.461538461538,2009-01-30T00:00:00.000Z,2009-01-30,00:00:00
0,1000,0,0,0,0,0,1000,0,6900,0,0,0,298,139,2543,1,1000,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,626.086956521739,2009-01-31T00:00:00.000Z,2009-01-31,00:00:00
0,100,0,0,0,0,0,100,0,5650,0,0,0,230,114,2656,1,100,5750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,764.601769911504,2009-02-01T00:00:00.000Z,2009-02-01,00:00:00
0,50,0,0,0,0,0,50,0,6400,0,0,0,259,129,2784,1,50,6450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,675,2009-02-02T00:00:00.000Z,2009-02-02,00:00:00
0,218.94,0,0,0,0,0,150,0,6950,0,2.01,0,328,155,2923,1,736.52,7686.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,621.58273381295,2009-02-03T00:00:00.000Z,2009-02-03,00:00:00
0,0,0,0,0,0,0,0,0,5950,0,0,0,238,119,3042,1,0,5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,726.050420168067,2009-02-04T00:00:00.000Z,2009-02-04,00:00:00
0,0,0,0,0,0,0,0,0,6300,0,0,0,252,126,3168,1,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,685.714285714286,2009-02-05T00:00:00.000Z,2009-02-05,00:00:00
0,0,0,0,0,0,0,0,0,6100,0,0,0,244,122,3290,1,0,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,708.196721311475,2009-02-06T00:00:00.000Z,2009-02-06,00:00:00
0,1150,0,0,0,0,0,1150,0,6450,0,0,0,290,133,3419,1,1198,7648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,669.767441860465,2009-02-07T00:00:00.000Z,2009-02-07,00:00:00
0,1000,0,0,0,0,0,0,0,6600,0,0,0,267,133,3551,1,1000,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,654.545454545455,2009-02-08T00:00:00.000Z,2009-02-08,00:00:00
0,2200,0,0,0,0,0,2200,0,6700,0,0,0,314,135,3685,1,2200,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,644.776119402985,2009-02-09T00:00:00.000Z,2009-02-09,00:00:00
0,0,0,0,0,0,0,0,0,6000,0,0,0,240,120,3805,1,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,720,2009-02-10T00:00:00.000Z,2009-02-10,00:00:00
0,550.04,0,0,0,0,0,550,0,6650,0,0,0,284,135,3938,1,550.04,7200.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,649.624060150376,2009-02-11T00:00:00.000Z,2009-02-11,00:00:00
0,0,0,0,0,0,0,0,0,5950,0,0,0,238,119,4057,1,0,5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,726.050420168067,2009-02-12T00:00:00.000Z,2009-02-12,00:00:00
0,0,0,0,0,0,0,0,0,6200,0,0,0,248,124,4181,1,0,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,696.774193548387,2009-02-13T00:00:00.000Z,2009-02-13,00:00:00
0,0,0,0,0,0,0,0,0,6800,0,0,0,272,136,4317,1,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,635.294117647059,2009-02-14T00:00:00.000Z,2009-02-14,00:00:00
0,900,0,0,0,0,0,550,0,6400,0,0,0,275,131,4445,1,900,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,675,2009-02-15T00:00:00.000Z,2009-02-15,00:00:00
0,1500,0,0,0,0,0,1500,0,6100,0,0,0,276,123,4567,1,1500,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,708.196721311475,2009-02-16T00:00:00.000Z,2009-02-16,00:00:00
0,0,0,0,0,0,0,0,0,5850,0,0,0,234,117,4684,1,0,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,738.461538461538,2009-02-17T00:00:00.000Z,2009-02-17,00:00:00
0,0,0,0,0,0,0,0,0,5900,0,0,0,236,118,4802,1,0,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,732.203389830509,2009-02-18T00:00:00.000Z,2009-02-18,00:00:00
0,800,0,0,0,0,0,800,0,6200,0,0,0,266,125,4926,1,800,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,696.774193548387,2009-02-19T00:00:00.000Z,2009-02-19,00:00:00
0,0,0,0,0,0,0,0,0,6100,0,0,0,244,122,5048,1,0,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,708.196721311475,2009-02-20T00:00:00.000Z,2009-02-20,00:00:00
0,0,0,0,0,0,0,0,0,5700,0,0,0,228,114,5162,1,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,757.894736842105,2009-02-21T00:00:00.000Z,2009-02-21,00:00:00
0,1050,0,0,0,0,0,400,0,6050,0,0,0,261,125,5283,1,1050,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,714.04958677686,2009-02-22T00:00:00.000Z,2009-02-22,00:00:00
0,0,0,0,0,0,0,0,0,5400,0,0,0,216,108,5391,1,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,800,2009-02-23T00:00:00.000Z,2009-02-23,00:00:00
0,0,0,0,0,0,0,0,0,5300,0,0,0,212,106,5497,1,0,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,815.094339622642,2009-02-24T00:00:00.000Z,2009-02-24,00:00:00
0,0,0,0,0,0,0,0,0,5250,0,0,0,210,105,5602,1,0,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,822.857142857143,2009-02-25T00:00:00.000Z,2009-02-25,00:00:00
0,0,0,0,0,0,0,0,0,5350,0,0,0,214,107,5709,1,0,5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,807.476635514019,2009-02-26T00:00:00.000Z,2009-02-26,00:00:00
0,1800,0,0,0,0,0,1800,0,5750,0,0,0,268,116,5824,1,1800,7550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,751.304347826087,2009-02-27T00:00:00.000Z,2009-02-27,00:00:00
0,350,0,0,0,0,0,350,0,4950,0,0,0,207,100,5923,1,350,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,872.727272727273,2009-02-28T00:00:00.000Z,2009-02-28,00:00:00
0,0,0,0,0,0,0,0,0,5250,0,0,0,210,105,6028,1,0,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,822.857142857143,2009-03-01T00:00:00.000Z,2009-03-01,00:00:00
0,0,0,0,0,0,0,0,0,5400,0,0,0,216,108,6136,1,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,800,2009-03-02T00:00:00.000Z,2009-03-02,00:00:00
0,400,0,0,0,0,0,400,0,5250,0,0,0,222,107,6241,1,400,5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,822.857142857143,2009-03-03T00:00:00.000Z,2009-03-03,00:00:00
0,1200.33,0,0,0,0,0,1250,0,5200,0,0,0,237,106,6345,1,1250,6450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,830.769230769231,2009-03-04T00:00:00.000Z,2009-03-04,00:00:00
0,400,0,0,0,0,0,400,0,5600,0,0,0,234,113,6457,1,400,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,771.428571428571,2009-03-05T00:00:00.000Z,2009-03-05,00:00:00
0,0,0,0,0,0,0,0,0,5850,0,0,0,234,117,6574,1,0,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,738.461538461538,2009-03-06T00:00:00.000Z,2009-03-06,00:00:00
0,0,0,0,0,0,0,0,0,5450,0,0,0,218,109,6683,1,0,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,792.660550458716,2009-03-07T00:00:00.000Z,2009-03-07,00:00:00
0,1550,0,0,0,0,0,1200,0,5750,0,0,0,262,118,6798,1,1550,7300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,751.304347826087,2009-03-08T00:00:00.000Z,2009-03-08,00:00:00
0,0,0,0,0,0,0,0,0,5400,0,0,0,216,108,6906,1,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,800,2009-03-09T00:00:00.000Z,2009-03-09,00:00:00
0,0,0,0,0,0,0,0,0,5350,0,0,0,214,107,7013,1,0,5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,807.476635514019,2009-03-10T00:00:00.000Z,2009-03-10,00:00:00
0,0,0,0,0,0,0,0,0,5700,0,0,0,228,114,7127,1,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,757.894736842105,2009-03-11T00:00:00.000Z,2009-03-11,00:00:00
0,150,0,0,0,0,0,150,0,5900,0,0,0,241,119,7245,1,150,6050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,732.203389830509,2009-03-12T00:00:00.000Z,2009-03-12,00:00:00
0,750,0,0,0,0,0,600,0,5650,0,0,0,241,114,7358,1,750,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,764.601769911504,2009-03-13T00:00:00.000Z,2009-03-13,00:00:00
0,0,0,0,0,0,0,0,0,5500,0,0,0,220,110,7468,1,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,785.454545454545,2009-03-14T00:00:00.000Z,2009-03-14,00:00:00
0,0,0,0,0,0,0,0,0,6150,0,0,0,246,123,7591,1,0,6150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,702.439024390244,2009-03-15T00:00:00.000Z,2009-03-15,00:00:00
0,2400,0,0,0,0,0,2400,0,6050,0,0,0,292,122,7712,1,2400,8450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,714.04958677686,2009-03-16T00:00:00.000Z,2009-03-16,00:00:00
0,0,0,0,0,0,0,0,0,5700,0,0,0,228,114,7826,1,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,757.894736842105,2009-03-17T00:00:00.000Z,2009-03-17,00:00:00
0,700,0,0,0,0,0,700,0,5700,0,0,0,246,116,7940,1,700,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,757.894736842105,2009-03-18T00:00:00.000Z,2009-03-18,00:00:00
0,0,0,0,0,0,0,0,0,6100,0,0,0,244,122,8062,1,0,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,708.196721311475,2009-03-19T00:00:00.000Z,2009-03-19,00:00:00
0,600,0,0,0,0,0,600,0,5900,0,0,0,250,119,8180,1,600,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,732.203389830509,2009-03-20T00:00:00.000Z,2009-03-20,00:00:00
0,0,0,0,0,0,0,0,0,2500,0,0,0,100,50,8230,1,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1728,2009-03-21T00:00:00.000Z,2009-03-21,00:00:00
0,550,0,0,0,0,0,550,0,5950,0,0,0,253,121,8349,1,550,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,726.050420168067,2009-03-22T00:00:00.000Z,2009-03-22,00:00:00
0,0,0,0,0,0,0,0,0,6500,0,0,0,260,130,8479,1,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,664.615384615385,2009-03-23T00:00:00.000Z,2009-03-23,00:00:00
0,0,0,0,0,0,0,0,0,5250,0,0,0,210,105,8584,1,0,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,822.857142857143,2009-03-24T00:00:00.000Z,2009-03-24,00:00:00
0,0,0,0,0,0,0,0,0,5850,0,0,0,234,117,8701,1,0,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,738.461538461538,2009-03-25T00:00:00.000Z,2009-03-25,00:00:00
0,1400,0,0,0,0,0,1400,0,5850,0,0,0,264,118,8818,1,1400,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,738.461538461538,2009-03-26T00:00:00.000Z,2009-03-26,00:00:00
0,0,0,0,0,0,0,0,0,5300,0,0,0,212,106,8924,1,0,5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,815.094339622642,2009-03-27T00:00:00.000Z,2009-03-27,00:00:00
0,1000,0,0,0,0,0,1000,0,5950,0,0,0,264,122,9043,1,1000,6950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,726.050420168067,2009-03-28T00:00:00.000Z,2009-03-28,00:00:00
0,0,0,0,0,0,0,0,0,5800,0,0,0,232,116,9159,1,0,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,744.827586206897,2009-03-29T00:00:00.000Z,2009-03-29,00:00:00
0,0,0,0,0,0,0,0,0,6000,0,0,0,240,120,9279,1,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,720,2009-03-30T00:00:00.000Z,2009-03-30,00:00:00
0,1600,0,0,0,0,0,1600,0,5500,0,0,0,254,111,9389,1,1600,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,785.454545454545,2009-03-31T00:00:00.000Z,2009-03-31,00:00:00
0,0,0,0,0,0,0,0,0,5700,0,0,0,228,114,9503,1,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,757.894736842105,2009-04-01T00:00:00.000Z,2009-04-01,00:00:00
0,0,0,0,0,0,0,0,0,5750,0,0,0,230,115,9618,1,0,5750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,751.304347826087,2009-04-02T00:00:00.000Z,2009-04-02,00:00:00
0,0,0,0,0,0,0,0,0,5800,0,0,0,232,116,9734,1,0,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,744.827586206897,2009-04-03T00:00:00.000Z,2009-04-03,00:00:00
0,0,0,0,0,0,0,0,0,5650,0,0,0,226,113,9847,1,0,5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,764.601769911504,2009-04-04T00:00:00.000Z,2009-04-04,00:00:00
0,850,0,0,0,0,0,850,0,6500,0,0,0,281,132,9977,1,850,7350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,664.615384615385,2009-04-05T00:00:00.000Z,2009-04-05,00:00:00
0,0,0,0,0,0,0,0,0,5450,0,0,0,218,109,10086,1,0,5450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,792.660550458716,2009-04-06T00:00:00.000Z,2009-04-06,00:00:00
0,0,0,0,0,0,0,0,0,5000,0,0,0,200,100,10186,1,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,864,2009-04-07T00:00:00.000Z,2009-04-07,00:00:00
0,0,0,0,0,0,0,0,0,5250,0,0,0,210,105,10291,1,0,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,822.857142857143,2009-04-08T00:00:00.000Z,2009-04-08,00:00:00
0,0,0,0,0,0,0,0,0,4950,0,0,0,198,99,10390,1,0,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,872.727272727273,2009-04-09T00:00:00.000Z,2009-04-09,00:00:00
0,0,0,0,0,0,0,0,0,5400,0,0,0,216,108,10498,1,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,800,2009-04-10T00:00:00.000Z,2009-04-10,00:00:00
0,350,0,0,0,0,0,350,0,6000,0,0,0,249,121,10618,1,350,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,720,2009-04-11T00:00:00.000Z,2009-04-11,00:00:00
0,950,0,0,0,0,0,300,0,5900,0,0,0,248,120,10736,1,950,6850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,732.203389830509,2009-04-12T00:00:00.000Z,2009-04-12,00:00:00
0,10,0,0,0,0,0,50,0,5750,0,0,0,233,116,10851,1,50,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,751.304347826087,2009-04-13T00:00:00.000Z,2009-04-13,00:00:00
0,0,0,0,0,0,0,0,0,6200,0,0,0,248,124,10975,1,0,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,696.774193548387,2009-04-14T00:00:00.000Z,2009-04-14,00:00:00
0,0,0,0,0,0,0,0,0,5650,0,0,0,226,113,11088,1,0,5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,764.601769911504,2009-04-15T00:00:00.000Z,2009-04-15,00:00:00
0,0,0,0,0,0,0,0,0,6150,0,0,0,246,123,11211,1,0,6150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,702.439024390244,2009-04-16T00:00:00.000Z,2009-04-16,00:00:00
0,0,0,0,0,0,0,0,0,5600,0,0,0,224,112,11323,1,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,771.428571428571,2009-04-17T00:00:00.000Z,2009-04-17,00:00:00
0,150,0,0,0,0,0,150,0,6300,0,0,0,264,130,11449,1,182.51,6482.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,685.714285714286,2009-04-18T00:00:00.000Z,2009-04-18,00:00:00
0,400,0,0,0,0,0,400,0,5950,0,0,0,248,120,11568,1,400,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,726.050420168067,2009-04-19T00:00:00.000Z,2009-04-19,00:00:00
0,5750,0,0,0,0,0,5750,0,5950,0,0,0,358,121,11687,1,5750,11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,726.050420168067,2009-04-20T00:00:00.000Z,2009-04-20,00:00:00
0,0.01,0,0,0,0,0,50,0,6150,0,0,0,249,124,11810,1,50,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,702.439024390244,2009-04-21T00:00:00.000Z,2009-04-21,00:00:00
0,0,0,0,0,0,0,0,0,6050,0,0,0,242,121,11931,1,0,6050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,714.04958677686,2009-04-22T00:00:00.000Z,2009-04-22,00:00:00
0,0,0,0,0,0,0,0,0,3750,0,0,0,150,75,12006,1,0,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1152,2009-04-23T00:00:00.000Z,2009-04-23,00:00:00
0,0,0,0,0,0,0,0,0,5750,0,0,0,230,115,12121,1,0,5750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,751.304347826087,2009-04-24T00:00:00.000Z,2009-04-24,00:00:00
0,0,0,0,0,0,0,0,0,5900,0,0,0,236,118,12239,1,0,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,732.203389830509,2009-04-25T00:00:00.000Z,2009-04-25,00:00:00
0,750,0,0,0,0,0,750,0,5600,0,0,0,243,114,12351,1,750,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,771.428571428571,2009-04-26T00:00:00.000Z,2009-04-26,00:00:00
0,0,0,0,0,0,0,0,0,5200,0,0,0,208,104,12455,1,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,830.769230769231,2009-04-27T00:00:00.000Z,2009-04-27,00:00:00
0,0,0,0,0,0,0,0,0,5850,0,0,0,234,117,12572,1,0,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,738.461538461538,2009-04-28T00:00:00.000Z,2009-04-28,00:00:00
0,1000,0,0,0,0,0,1000,0,6400,0,0,0,278,129,12700,1,1000,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,675,2009-04-29T00:00:00.000Z,2009-04-29,00:00:00
0,0,0,0,0,0,0,0,0,6550,0,0,0,262,131,12831,1,0,6550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,659.541984732824,2009-04-30T00:00:00.000Z,2009-04-30,00:00:00
0,0,0,0,0,0,0,0,0,6050,0,0,0,242,121,12952,1,0,6050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,714.04958677686,2009-05-01T00:00:00.000Z,2009-05-01,00:00:00
0,698.53,0,0,0,0,0,700,0,6300,0,0.03,0,271,128,13078,1,749.94,7049.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,685.714285714286,2009-05-02T00:00:00.000Z,2009-05-02,00:00:00
0,50,0,0,0,0,0,50,0,5300,0,0,0,222,109,13184,1,110,5410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,815.094339622642,2009-05-03T00:00:00.000Z,2009-05-03,00:00:00
0,1500,0,0,0,0,0,1500,0,6400,0,0,0,288,129,13312,1,1500,7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,675,2009-05-04T00:00:00.000Z,2009-05-04,00:00:00
0,500,0,0,0,0,0,500,0,6750,0,0,0,282,136,13447,1,500,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,640,2009-05-05T00:00:00.000Z,2009-05-05,00:00:00
0,0,0,0,0,0,0,0,0,6750,0,0,0,270,135,13582,1,0,6750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,640,2009-05-06T00:00:00.000Z,2009-05-06,00:00:00
0,0,0,0,0,0,0,0,0,6100,0,0,0,244,122,13703,1,0,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,708.196721311475,2009-05-07T00:00:00.000Z,2009-05-07,00:00:00
0,0,0,0,0,0,0,0,0,5350,0,0,0,214,107,13811,1,0,5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,807.476635514019,2009-05-08T00:00:00.000Z,2009-05-08,00:00:00
0,0,0,0,0,0,0,0,0,3900,0,0,0,156,78,13889,1,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1107.69230769231,2009-05-09T00:00:00.000Z,2009-05-09,00:00:00
0,0,0,0,0,0,0,0,0,4250,0,0,0,170,85,13974,1,0,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1016.47058823529,2009-05-10T00:00:00.000Z,2009-05-10,00:00:00
0,50,0,0,0,0,0,100,0,6000,0,0.1,0,244,121,14094,1,100,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,720,2009-05-11T00:00:00.000Z,2009-05-11,00:00:00
